dedup_id,title,authors,year,venue,doi,url,abstract,source_database,string_id,also_found_in,title_screen,title_fail_reason
REC-138,Computational meta-heuristics based on Machine Learning to optimize fuel consumption of vessels using diesel engines,"Paulo Oliveira Siqueira Júnior, M. Nascimento, Ítalo Rodrigo Soares Silva, Ricardo Silva Parente, M. Junior, Jandecy Cabral Leite",2021,,10.31686/IJIER.VOL9.ISS5.3128,https://doi.org/10.31686/IJIER.VOL9.ISS5.3128,"With the expansion of means of river transportation, especially in the case of small and medium-sized vessels that make routes of greater distances, the cost of fuel, if not taken as an analysis criterion for a larger profit margin, is considered to be a primary factor , considering that the value of fuel specifically diesel to power internal combustion machines is high. Therefore, the use of tools that assist in decisionInternational Journal for Innovation Education and Research ISSN 2411-2933 01 May 2021 International Journal for Innovation Education and Research© 2021 pg. 588 making becomes necessary, as is the case of the present research, which aims to contribute with a computational model of prediction and optimization of the best speed to decrease the fuel cost considering the characteristics of the SCANIA 315 machine. propulsion model, of a vessel from the river port of Manaus that carries out river transportation to several municipalities in Amazonas. According to the results of the simulations, the best training algorithm of the Artificial Neural Network (ANN) was the BFGS QuasiNewton considering the characteristics of the engine for optimization with Genetic Algorithm (AG).",Semantic Scholar,C,Semantic Scholar/C; Semantic Scholar/D,PASS,
REC-139,Adaptive Maneuvering Prediction and Optimization of Green Ships via Resnet-Informed MMG Modeling,"Shuhao He, Yu Han, Yuxiang Zhang, Shiying Dong, Hongqing Chu, S. Ge",2025,2025 9th CAA International Conference on Vehicular Control and Intelligence (CVCI),10.1109/CVCI66304.2025.11347121,https://doi.org/10.1109/CVCI66304.2025.11347121,"This paper proposes a hybrid ship modeling and control framework that integrates physical principles with learning-based enhancements for accurate and adaptive maneuvering prediction. A residual neural network is embedded into the classical MMG model to correct unmodeled hydrodynamic effects under varying environmental conditions, improving predictive accuracy while preserving the model's physical structure. To enable explainable and energy-efficient control, symbolic regression is used to construct an explicit and differentiable expression for specific fuel oil consumption (SFOC), capturing its nonlinear dependence on engine power and shaft speed. These components are incorporated into a nonlinear model predictive control (MPC) scheme, which jointly optimizes rudder angle and shaft speed for trajectory tracking and fuel efficiency. Simulations on a fullscale KVLCC2 tanker demonstrate that the proposed approach enhances tracking performance, reduces fuel consumption, and remains robust under shallow water and wind disturbances. The results highlight the effectiveness of combining interpretable learning with physics-based modeling for real-time maritime control.",Semantic Scholar,C,Semantic Scholar/C,FAIL,E1:maneuvering
REC-140,Explainable AI Models for IoT-Based Shaft Power Prediction and Comprehensive Performance Monitoring,"Sotiris Zikas, Katerina Gkirtzou, Ioannis Filippopoulos, Dimitris Kalatzis, T. Panagiotakopoulos, Zoran Lajic, Dimitris Papathanasiou, Yiannis Kiouvrekis",2025,Electronics,10.3390/electronics14132561,https://doi.org/10.3390/electronics14132561,"This paper presents a comparative analysis of machine learning-based methods for predicting shaft power in ships, a key factor in optimizing ship performance. Accurate shaft power prediction facilitates efficient operations, reducing fuel consumption, emissions, and maintenance costs, aligning with environmental regulations and promoting sustainable maritime practices. The proposed approach evaluates three machine learning methods, analyzing 431 models to determine the most accurate and reliable option for VLCC tankers. XGBoost emerged as the top-performing model, delivering a 13% improvement in accuracy over traditional methods. Using the SHAP framework, key factors influencing shaft power predictions—such as GPS speed, draft, days from dry dock, and wave height—were identified, enhancing model transparency and decision-making clarity. This explainability fosters trust in the use of AI within marine engineering. The results demonstrate that machine learning can optimize maintenance scheduling by reducing unnecessary cleaning procedures, mitigating propulsion system wear, and improving reliability. By using predictive insights, ship operators can achieve better fuel efficiency, lower emissions, and cost savings. The study underscores the potential of explainable machine learning models as transformative tools for ship performance monitoring, supporting greener and more efficient maritime operations.",Semantic Scholar,C,Semantic Scholar/C; Semantic Scholar/D,PASS,
REC-141,A Comprehensive Review of Modeling and Optimization Methods for Ship Energy Systems,"Foivos Mylonopoulos, H. Polinder, Andrea Coraddu",2023,IEEE Access,10.1109/ACCESS.2023.3263719,https://doi.org/10.1109/ACCESS.2023.3263719,"This paper presents a comprehensive literature review of the state-of-the art modeling and optimization methods for the power and propulsion systems of ships. Modeling is a tool to investigate the performance of actual systems by running simulations in the virtual world. There are two main approaches in modeling: physics-based and data-driven, which are both covered in detail in this survey paper. The output from the simulations might not be optimal in terms of certain performance criteria such as energy consumption, fuel cost etc. Hence, it is vital to optimize the systems considering the efficient interaction between the components, to yield the optimal performance for the integrated vessel’s powertrain. In this paper, the optimization case studies, for the ship energy systems, will be divided in terms of a) optimal design (topology and sizing), b) optimal control and energy management strategies, c) combined optimal design and control. Tables that summarize the literature review outcomes will also be presented at the end of each section. The main outcome is that limited literature is available for optimizations of ship powertrains using data-driven models, especially surrogate models. Surrogate-assisted optimizations for integrated ship energy systems can yield optimal solutions at fast computational speeds, with sufficient accuracy, even for complex, nested, multi-level, multi-objective optimizations.",Semantic Scholar,C,IEEE Xplore/C; OpenAlex/A; OpenAlex/C; Scopus/C; Semantic Scholar/C,FAIL,E1:comprehensive review
REC-142,FEATURES OF POWER DETERMINATION OF AUXILIARY-EMERGENCY DRIVE MOTION OF A SHIP WITH A COMBINED DIESEL-ELECTRIC POWER PLANT,"A. Rak, V. Busher, O. Glazeva",2020,Electromechanical and energy saving systems,10.30929/2072-2052.2020.4.52.8-16,https://doi.org/10.30929/2072-2052.2020.4.52.8-16,"Purpose. The paper compares the traditional method of calculating the parameters of electric motion of ships in auxiliary emergency modes at low speeds of the vessel with another, simplified because it does not require the use of a large number of diagrams to determine the resistance of the vessel. But according to a simplified method for this example – a container ship with a capacity of 16,000 containers with the main engine capacity of 61776 kW, a synchronous machine with a capacity of up to 6 MW in engine mode, and three diesel generators with an electric capacity of 3187 kW – 39 % more power is obtained. Own experience of operation of the vessel in modes with electric movement – loading of diesel generators in this mode on the vessel about 70 % that is received by calculations. Thus, when upgrading the propulsion system or designing new vessels, it is advisable to compare the results of two calculations of the power of diesel generators at the limit of the minimum stable speed of the main engine and choose the larger of the results. Methodology. Comparison of specific and absolute fuel consumption, made on the basis of known approximation polynomials for low- and high-speed types of diesel of the company at auxiliary emergency movement shows that at the movement from high-speed diesel generators MAK8M32S fuel consumption decreases by 24 %, then at the maintenance of the main engine 12 RTflex-96C from WÄRTSILÄ-SULZER. Results. Therefore, the use of electric motion allows you to save engine power of the main engine, reduce fuel consumption. This ratio is observed on most maritime transport vessels. And given that diesel generators operate at almost optimal load, and the main engine – at idle, electric motion provides a significant reduction in harmful emissions into the atmosphere. The latter is also true for a ship where the synchronous engine is located behind the main engine, although fuel consumption, in this case, increases by 32 %. Figures 9, tables 6, references 15.",Semantic Scholar,C,Semantic Scholar/C,MAYBE,
REC-143,PERSPECTIVES OF USING THE STATIC ELECTRIC POWER SOURCES ON SHIPS WITH ELECTRIC PROPULSION PLANTS,"A. Grigoryev, Inland Shipping, R. R. Zaynullin, S. M. Malyshev",2020,,10.21821/2309-5180-2020-12-1-202-213,https://doi.org/10.21821/2309-5180-2020-12-1-202-213,"It is noted that to date the electric power sources based on heat engines and rotating electrical machines, first of all diesel-generators, have received the most wide spread in the marine fleet. Tightening the environmental requirements and increasing the fuel prices in the recent years condition the necessity and expediency of searching for alternative kinds of electric power sources that can be used as the main ones including on ships with electric propulsion plants. The feasibility of using the static electric power sources for above mentioned purpose is researched in the paper. The types are considered, the principle of operation is described, the advantages, disadvantages and scope are listed for the following types of static electric power sources: accumulator batteries based on a new element base, supercapacitors, solar batteries, fuel cells, direct heat conversion generators. The choice of a source type is determined by the operation modes for which it is intended, and by the power of the supplied electrical consumers. Electric power sources of new generation can be used in buffer mode or in autonomous mode as the main electric power source. The use of static electric power sources in the buffer operation mode can significantly reduce the fuel consumption of electric propulsion plants in the dynamic modes, including on icebreakers and ice-going vessels during moving in ice or on waving. In this case saving is achieved by absorbing the excess energy during braking of an electric propulsion motor and its subsequent release during acceleration. Application in the second operation mode is especially relevant in connection with the tightening the environmental requirements for marine vessels. Switching the main generators off and transition to supplying from static electric power sources can reduce harmful emissions to the atmosphere and the overall level of underwater noise emitted by the vessel, which is important in biological and geophysical researches. The composition and structure of a typical circuit design solution for a ship electric power system built using the static electric power sources of new generation are given in the paper. It is concluded that the introduction of static electric power sources of new generation lets to optimize operating modes and increase the structural flexibility of the electric power installation, reduce the consumption of fuels and lubricants, increase the reliability and service life of drive engines of generating sets, reduce harmful emissions into the atmosphere, and also increase propulsive power in full speed modes.",Semantic Scholar,C,Semantic Scholar/C,MAYBE,
REC-144,IMPROVED ALGORITHM FOR SUPERVISORY CONTROL AND DATA ACQUISITION OF COMBINED VESSEL’S ENERGY SYSTEM,"V. Busher, K. Khandakji, O. Glazeva, V. Zakharchenko",2020,Herald of Advanced Information Technology,10.15276/hait01.2020.8,https://doi.org/10.15276/hait01.2020.8,"Main development trends of modern ship power systems have beenanalyzed. The purpose of the paper is the analysis of energy modes and the development of criteria for transitions between different modes of an integrated marine vessel’s power system, providing maximum efficiency in the use of fuel and motor resources of main vessel engines. It is proposed to identify, in addition to the shore-to-ship mode, four main operating modes in the presence of a synchronous machine on a propeller shaft and a converter that ensures an operation of this machine in both motor and generator modes.By dividing the main engine load into four levels –small, medium, nominal and large –an automatic system can accordingly control (or recommend in semi-automatic mode) the switching sequence of power equipment and actuating machines and mechanisms.Usinga few container shipsas an example, it is shown when the ship moves at a low speed, the main engine load becomes so low that it can be provided by diesel generatorsof the ship’s energy system (“Power-Take-Home”mode). This, on the one hand, allows to save fuel, and on the other hand increases the completeness of fuel oil consumption, since diesel generators operate at an optimal load unlike the main engine, the load of which reaches only 10percent. Similarly, in case of medium loading of the main engine, it is recommended to switch to the power supply of ship’s grid from the main engine with the shaft generator (“Power-Take-Off”mode), and if it is necessary to obtain increased power of the propulsion system, the synchronous machine is switched totheengine mode powered by diesel generators (“Power-Take-In”mode). In addition, the ability to switchofthese and mainmodesin emergency situationsquickly increases thevessel’ssurvivability and safety. Based on the analysis, an algorithm for switching between modes is proposed, which can be implemented in Supervisory Control Ad Data Acquisition ofship’s energy systems, in particular, on a physical simulator at the National University “Odessa Maritime Academy”.",Semantic Scholar,C,Semantic Scholar/C,MAYBE,
REC-145,Adapting Semi-Empirical Ship Vibration Analysis: A Hybrid ML Approach to Generalized Vibration Prediction,"Kimia Nazarizadeh, H. Nowruzi",2025,International Journal of Maritime Technology,10.61882/ijmt.21.2.1,https://doi.org/10.61882/ijmt.21.2.1,"In marine engineering, ship vibration analysis is crucial for ensuring structural integrity, operational safety, and environmental sustainability. Traditional analysis, following classical paradigms established by early contributors such as Todd, Kumai, and Schlick, relies primarily on costly simulations and empirical tests. This study seeks to overcome these limitations by integrating machine learning (ML) methodologies with semi-empirical models to develop a predictive hybrid model, thereby advancing vibration analysis toward a data-driven paradigm. The research is significant for improving ship design, mitigating vibration-related risks, and reducing reliance on resource-intensive approaches, aligning with global efforts to promote energy-efficient and sustainable maritime operations. The proposed hybrid model combines Random Forest (RF) and Logistic Regression (LR), leveraging RF’s capacity for modeling nonlinear relationships and LR’s interpretability for linear adjustments. Trained on Kumai’s seminal dataset and validated on 373 cases spanning 34 ship types, the model accurately predicts critical parameters (α, τ₂, N₂, N₃, and c̄) with exceptional precision. Performance metrics demonstrate strong results, including near-perfect R² values (0.9938 for α) and minimal MSE (0.0000 for α, 0.0701 for N₃). Natural frequency predictions exhibit less than 3% error, as validated against empirical data for crude oil tankers. Feature importance analysis identifies structural parameters (length, displacement, block coefficient) as key predictors, enhancing interpretability for engineering applications. This work bridges the gap between classical vibration theory and modern ML, offering a cost-effective, scalable alternative to conventional simulations. By enabling precise vibration predictions across diverse vessels, the model facilitates predictive maintenance, design optimization, and operational safety. The findings highlight the transformative potential of hybrid ML in maritime engineering, paving the way for digital twins and sustainability-driven ship design.",Semantic Scholar,C,Semantic Scholar/C,PASS,
REC-146,Validating propulsion system optimization procedure for a carrier vessel,"Lobachev Mikhail, N. Vladimir, Polyakov Yury, Rudnichenko Alexey, Saifullin Timur, Taranov Andrey",2021,TRANSACTIONS OF THE KRYLOV STATE RESEARCH CENTRE,10.24937/2542-2324-2021-4-398-68-80,https://doi.org/10.24937/2542-2324-2021-4-398-68-80,"Object and purpose of research. This research was intended to validate supercomputer-based optimization procedure for propulsion systems of carrier ships, with a case study of hull shape and propeller optimization for a Project 1594 vessel. Materials and methods. The optimization proceeds in Russian software package pSeven. The computation core is Siemens Star CCM+ software. Three-dimensional parametric model of the propeller is generated in KSRC-developed BladePlus software, whereas three-dimensional parametric model of the hull is generated in Siemens NX software package. Hydrodynamic parameters of the propulsion system are obtained as per CFD methods. Viscous flow parameters are obtained through control volume-based solution of unsteady Reynolds equations (URANS) closed by biparametric semi-empirical turbulence model. Main results. The study yielded a new bow shape offering lower wave-making resistance for the same overall dimensions. It also yielded a new shape of propeller offering higher efficiency than the initial one taking into account the limitations for available shaft torque. Design hydrodynamic parameters have been confirmed by the model test data obtained at KSRC Deepwater Test Tank. Propulsion performance calculation has shown a growth in the achievable speed of the optimized propulsion system in different running conditions. Conclusion. The optimization studies intended to improve propulsion efficiency of Project 1594 ships yielded new shapes for hull and propeller. The solution thus obtained features high propeller efficiency and low wave-making resistance of the hull. Numerical simulation results have been confirmed with experimental data.",Semantic Scholar,C,Semantic Scholar/C,MAYBE,
REC-147,A new validated open-source numerical tool for the evaluation of the performance of wind-assisted ship propulsion systems,"Moran Charlou, A. Babarit, L. Gentaz",2023,Mechanics &amp; Industry,10.1051/meca/2023026,https://doi.org/10.1051/meca/2023026,"Wind propulsion is envisioned as one of the solutions for the decarbonisation of maritime transport, as it offers high efficiency in terms of primary energy comsumption. Many wind propulsion systems already exist at various development stages, but the uncertainties over their performance is a strong obstacle to their adoption by ship owners. This paper presents a general method for the assessment of steady and unsteady performances of wind- propelled ships with 6 degrees of freedom, as implemented in the open-source program xWASP_CN. Inspired by system-based modelling, the method consists in the independent modelling of the forces acting on the ship, as functions of the ship’s 6 degrees of freedom and environmental conditions. An original root-finding algorithm that leverages the specifics of the physical problem to find the steady equilibrium is presented. The method works either like a Power Prediction Program (PPP) or like a Velocity Prediction Program (VPP). As a PPP, the forward speed and course are fixed while the required propulsive power, leeway angle, heel, trim and sinkage are solved. As a VPP, only the course is fixed and the attained forward speed, leeway angle, heel, trim and sinkage are solved. This makes the method suitable for both hybrid propulsion and pure wind propulsion. The force models can be semi-empirical (usually requiring very little input data), based on preliminary experimental or numerical results (such as forward resistance curves, lift/drag coefficients and frequency-domain sea-keeping coefficients), or full-fledged flow solvers (e.g. potential theory, CFD). Thus the method is suitable for all design stages as each force can be modelled with several levels of accuracy depending on the input data available. Comparisons of an intermediate-level model with experiments on a 18-ft catamaran fitted with a Flettner rotor and a water turbine show good agreement for steady-state results.",Semantic Scholar,C,Semantic Scholar/C,MAYBE,
REC-148,Li-Ion Battery Performance Degradation Modeling for the Optimal Design and Energy Management of Electrified Propulsion Systems,"L. Chen, Yu-Huei Tong, Z. Dong",2020,Energies,10.3390/en13071629,https://doi.org/10.3390/en13071629,"Heavy-duty hybrid electric vehicles and marine vessels need a sizeable electric energy storage system (ESS). The size and energy management strategy (EMS) of the ESS affects the system performance, cost, emissions, and safety. Traditional power-demand-based and fuel-economy-driven ESS sizing and energy management has often led to shortened battery cycle life and higher replacement costs. To consider minimizing the total lifecycle cost (LCC) of hybrid electric propulsion systems, the battery performance degradation and the life prediction model is a critical element in the optimal design process. In this work, a new Li-ion battery (LIB) performance degradation model is introduced based on a large set of cycling experiment data on LiFePO4 (LFP) batteries to predict their capacity decay, resistance increase and the remaining cycle life under various use patterns. Critical parameters of the semi-empirical, amended equivalent circuit model were identified using least-square fitting. The model is used to calculate the investment, operation, replacement and recycling costs of the battery ESS over its lifetime. Validation of the model is made using battery cycling experimental data. The new LFP battery performance degradation model is used in optimizing the sizes of the key hybrid electric powertrain component of an electrified ferry ship with the minimum overall LCC. The optimization result presents a 12 percent improvement over the traditional power demand-driven hybrid powertrain design method. The research supports optimal sizing and EMS development of hybrid electric vehicles and vessels to achieve minimum lifecycle costs.",Semantic Scholar,C,Semantic Scholar/C,MAYBE,
REC-149,Cavitation tunnel tests for “The Princess Royal” model propeller behind a 2-dimensional wake screen,"G. Tani, B. Aktas, M. Viviani, N. Yilmaz, Fabiana Miglianti, M. Ferrando, M. Atlar",2019,Ocean Engineering,10.1016/J.OCEANENG.2018.11.017,https://doi.org/10.1016/J.OCEANENG.2018.11.017,"Abstract Propeller noise, especially in the presence of cavitation, is usually the main contributor to the acoustic signature of ships. Due to this fact, considerable efforts have been devoted to the study of underwater radiated noise induced by propeller cavitation during years: firstly, for military reasons; more recently, for other reasons relevant for merchant vessels, such as comfort on board and mitigation of the undesired impacts on marine fauna. Different approaches are available for the study and prediction of the cavitation noise, including statistical and CFD based methods as well as approaches based on model tests in cavitation tunnels or depressurised tanks. Amongst these approaches, the model test based approach is still the most reliable and commonly adopted method. However, when the aim of the model experiments is the prediction of noise radiated by a full-size ship, scale effects need to be analysed and taken into account to interpret model scale data and to achieve consistent prediction. Within this framework, each testing facility follows a procedure, which is developed through its own experience, theoretical considerations and possibly semi-empirical approaches to manage the different possible issues. The definition and harmonisations of the standards for the noise test and post-processing procedures of the propeller noise are still within the current tasks of the ITTC Specialist Committee on Hydrodynamic Noise and other standardization institutes. This results in more uncertainty compared to other more established tests such as resistance and self-propulsion. This paper presents the model scale tests carried out at the University of Genova (UNIGE) cavitation tunnel on the model propeller of the Newcastle University research catamaran, ""The Princess Royal"". Tests have been carried out using a 2D wake screen to approximate the real ship condition. The details of the experimental setup and results are presented and compared with the full-scale measurements in terms of cavitation and underwater radiated noise. This allows to explore the issues of the scale effects associated with these phenomena, focusing the attention on possible problems related to small-medium size cavitation tunnel.",Semantic Scholar,C,Semantic Scholar/C,FAIL,E1:cavitation
REC-150,Экспериментально-теоретическое прогнозирование ледовой ходкости с использованием композитной модели льда,"Е М Грамузов, Надежда Викторовна Калинина, Кирилл Дмитриевич Блинов, А.А. Куркин",2025,MORSKIE INTELLEKTUAL`NYE TEHNOLOGII,10.37220/mit.2025.68.2.003,https://doi.org/10.37220/mit.2025.68.2.003,"При планировании работы флота возникает необходимость прогнозировать время выполнения рейсов, расходов топлива, необходимых объёмов ледокольного сопровождения судна. Использование моделирования для прогнозирования ледовой ходкости судов позволяет прогнозировать ледовую ходкость и уменьшить риски, связанные с навигацией в суровых климатических условиях, а также решать оптимизационные задачи при проектировании ледоколов. Существуют две проблемы при моделировании движения судов в ледовых условиях: создание модели льда и пересчет результатов исследований на натурное судно. Решению этих актуальных проблем посвящена работа. Приведены результаты испытаний моделей ледоколов проектов 16, 1191, 1105 в сплошном ледяном покрове. В качестве модели льда использован лед композитной структуры, состоящий из гранул полиэтилена высокого давления, вмороженных в пресноводный лед. Показано, что рациональным является пересчет ледового сопротивления с модели на натурное судно с использованием полуэмпирических моделей с настроенными на экспериментальные данные эмпирическими коэффициентами. Приведены результаты расчета сопротивления при движении ледоколов в сплошном льду с использованием модельного эксперимента. В результате проведенных исследований получен инструмент – метод пересчета чистого ледового сопротивления с моделей на натурные суда с использованием композитной модели ледяного покрова, основанный на энергетическом подходе взаимодействия судна со льдом. Точность пересчета не противоречит данным попутных натурных испытаний.
 The need to predict flight times, fuel costs, and the required volumes of icebreaking escort for a ship arises when planning the fleet's operations. The use of modeling to predict the ice propulsion of ships makes it possible to predict ice propulsion and reduce the risks associated with navigation in harsh climatic conditions, as well as solve optimization problems when designing icebreakers. There are two problems in modeling the movement of ships in ice conditions: creating an ice model and recalculating the research results for a full-scale ship. The work is devoted to solving these urgent problems. The test results of the icebreaker models of projects 16, 1191, 1105 in the continuous ice cover are given. The ice of the composite structure is used as an ice model. It consists of high-pressure polyethylene granules frozen in freshwater ice. Recalculation of ice resistance from a ship model to a full-scale ship using semi-empirical models with empirical coefficients adjusted to experimental data is rational. This is shown in the paper. The results of the calculation of resistance when icebreakers move on solid ice using a model experiment are presented. As a result of the conducted research, a tool was obtained - a method for recalculating pure ice resistance from models to full-scale vessels using a composite model of ice cover, based on the energy approach to the interaction of a vessel with ice. The accuracy of the calculation does not contradict the data of the associated full-scale tests.",Semantic Scholar,C,Semantic Scholar/C,MAYBE,
REC-151,Soot Emission Modeling of a Compression Ignition Engine Using Machine Learning,"S. Shahpouri, A. Norouzi, Christopher Hayduk, R. Rezaei, M. Shahbakhti, C. Koch",2021,IFAC-PapersOnLine,10.1016/j.ifacol.2021.11.274,https://doi.org/10.1016/j.ifacol.2021.11.274,": Control of real driving soot emissions in diesel vehicles requires accurate predictive models for engine-out soot emissions. This paper presents an innovative modeling approach that combines a physics-based model and a black-box model to predict soot from a 4.5-liter compression ignition engine under varying load and speed conditions. The physical model is based on an experimentally validated 1D engine model in GT-power. In contrast, the black-box model is designed by investigating diﬀerent machine learning approaches, including a Bayesian neural network (BNN), support vector machine (SVM), regression tree, and an ensemble of regression tree. The experimental data from running the engine at 219 load and speed conditions are collected and used for training and testing the soot model. The least absolute shrinkage and selection operator (LASSO) feature selection method is used on the GT model outputs to ﬁnd the most critical parameters in soot prediction. The grey-box modeling results are compared with those from the black-box as well as the physical model. The results show that the grey-box SVM and black-box single hidden layer BNN method provide the best performance with a coeﬃcient of determination ( R 2 ) of 0.95. For most cases, grey-box models outperform the black-box models with the same Machine Learning (ML) algorithm by comparing R 2 of the test data, but this diﬀerence becomes negligible when a single hidden layer neural network is used.",Semantic Scholar,C,Semantic Scholar/C,FAIL,E5:soot emission
REC-152,Sensitivity of Ship Voyage Optimizations to Various Energy Cost Models,"Yuhan Chen, Wengang Mao",2024,Ocean Engineering,10.1115/omae2024-127986,https://doi.org/10.1115/omae2024-127986,"
 A ship’s energy performance model describing the relationship between ship speed and energy consumption is an essential component in her voyage optimization system, since it is required to evaluate the energy costs associated with different voyage plannings. For energy-efficient voyage planning, such a ship model estimates the corresponding energy consumption of each feasible route/sub-route based on her sailing speeds and encountering environmental conditions. Thus, the reliability of a ship’s energy performance model is expected to have a great influence on the ship’s voyage optimization results. Various approaches have been widely researched to construct the ship performance model, such as empirical white-box models based on experimental tests and physical knowledge, data-driven black-box models using machine learning methods, and gray-box models combining the above two approaches, etc. In addition, various energy cost functions are used for the ship voyage optimizations, such as the total power or fuel consumption, etc. The objective of this study is to investigate the sensitivity of ship voyage optimizations due to different energy cost functions from different modeling techniques. A chemical tanker with full-scale measurement is used in the case study to study the sensitivity of voyage optimizations in terms of energy efficiency. Some insights into employing different energy cost functions and models are discussed in detail to provide good recommendation practices for optimal voyage planning.",Semantic Scholar,C,Scopus/C; Semantic Scholar/C,FAIL,E1:voyage optimization
REC-153,Online Learning for Ship Propulsion Power Prediction: An Incremental Bayesian-Optimized LightGBM Framework,"Xu Liu, Yunfan Yang, Yu Guo, Jiawei Bao, Wenhui Yin, Antong Zhang, Qiang Sun",2025,2025 5th International Conference on Electronic Information Engineering and Computer Technology (EIECT),10.1109/EIECT68017.2025.11331776,https://doi.org/10.1109/EIECT68017.2025.11331776,"Accurate prediction of ship propulsion power is critical for improving fuel efficiency and reducing carbon emissions in maritime operations. While machine learning models like LightGBM offer high accuracy, their performance can degrade over time due to dynamic factors such as hull fouling and engine wear, a phenomenon known as concept drift. Retraining models from scratch with accumulated data is computationally prohibitive for real-time onboard applications. To address this challenge, this paper proposes a novel incremental learning framework for ship propulsion power prediction. The framework leverages a Bayesian-optimized LightGBM model as a highperformance seed, and utilizes the model's warm-start capability to continuously adapt to new streaming in-service data. This approach enables efficient model updates without reprocessing the entire historical dataset, ensuring sustained prediction accuracy. The method is validated on a dataset from a 300,000 -ton VLCC equipped with an air lubrication system. Results demonstrate that the proposed incremental model maintains superior performance over time, effectively mitigating the accuracy decay observed in static models, while significantly reducing computational overhead compared to periodic full retraining. This work establishes a foundation for adaptive, long-term predictive systems in maritime engineering.",Semantic Scholar,D,IEEE Xplore/A; IEEE Xplore/B; IEEE Xplore/D; OpenAlex/D; Scopus/A; Scopus/D; Semantic Scholar/D,PASS,
REC-154,An Adaptive Prediction Framework of Ship Fuel Consumption for Dynamic Maritime Energy Management,"Ya Gao, Yanghui Tan, Dingyu Jiang, Peisheng Sang, Yunzhou Zhang, Jie Zhang",2025,Journal of Marine Science and Engineering,10.3390/jmse13030409,https://doi.org/10.3390/jmse13030409,"Accurate prediction of fuel consumption is critical for achieving efficient and low-carbon ship operations. However, the variability of the marine environment introduces significant challenges, as it leads to dynamic changes in monitoring data, complicating real-time and precise fuel consumption prediction. To address this issue, the authors proposed an incremental learning-based prediction framework to enhance adaptability to temporal dependencies in fuel consumption data. The framework dynamically adjusts a dual adaption mechanism for input features and target labels while incorporating rolling retraining to enable continuous model updates. The effectiveness of the proposed approach was validated using a real-world dataset from an LPG carrier, where it was benchmarked against conventional machine learning models, including Random Forest (RF), Linear Regression (LR), Support Vector Machine (SVM), and Multi-Layer Perceptron (MLP). Experimental results demonstrate that the proposed approach could significantly improve prediction accuracy in both offline and online scenarios. In offline mode, the proposed framework improves the R2 of various machine learning models by at least 21.97%. In online mode, the proposed method increases R2 by at least 17.97%. This work provides a new solution for real-time fuel consumption prediction in dynamic marine environments.",Semantic Scholar,D,OpenAlex/B; OpenAlex/D; Scopus/B; Semantic Scholar/D,PASS,
REC-155,Neural Network Approach for Predicting Ship Speed and Fuel Consumption,"L. Moreira, R. Vettor, C. Guedes Soares",2021,Journal of Marine Science and Engineering,10.3390/JMSE9020119,https://doi.org/10.3390/JMSE9020119,"In this paper, simulations of a ship travelling on a given oceanic route were performed by a weather routing system to provide a large realistic navigation data set, which could represent a collection of data obtained on board a ship in operation. This data set was employed to train a neural network computing system in order to predict ship speed and fuel consumption. The model was trained using the Levenberg–Marquardt backpropagation scheme to establish the relation between the ship speed and the respective propulsion configuration for the existing sea conditions, i.e., the output torque of the main engine, the revolutions per minute of the propulsion shaft, the significant wave height, and the peak period of the waves, together with the relative angle of wave encounter. Additional results were obtained by also using the model to train the relationship between the same inputs used to determine the speed of the ship and the fuel consumption. A sensitivity analysis was performed to analyze the artificial neural network capability to forecast the ship speed and fuel oil consumption without information on the status of the engine (the revolutions per minute and torque) using as inputs only the information of the sea state. The results obtained with the neural network model show very good accuracy both in the prediction of the speed of the vessel and the fuel consumption.",Semantic Scholar,D,OpenAlex/A; OpenAlex/C; Semantic Scholar/D,PASS,
REC-156,Online Training for Fuel Oil Consumption Estimation: A Data Driven Approach,"Dimitrios Kaklis, Iraklis Varlamis, George Giannakopoulos, Constantine Spyropoulos, T. Varelas",2022,International Conference on Mobile Data Management,10.1109/MDM55031.2022.00088,https://doi.org/10.1109/MDM55031.2022.00088,"Estimating the Fuel Oil Consumption (FOC) of a vessel is a critical task for the maritime industry, affecting route planning and the overall management of the vessel's operation and maintenance. Consumption is strongly coupled with the operation of the Main Engine (ME), but also with the environmental conditions (i.e., weather, ocean-energy spectrum) and the hydrodynamic features (i.e., resistance, propulsion) of the vessel. Current research shows that a multitude of features collected either from the AIS (Automatic Identification System) or on-board sensors can assist to the continuous prediction of FOC. Even when a FOC estimation model is perfectly trained on a specific vessel, its performance may degrade over time, when new weather conditions apply or when the hydrodynamics of the vessel change over time, due to fouling, aging and negligent maintenance. This work presents an online learning framework that employs a custom encoding-decoding Neural Network scheme and real-time data from various on-board sensors, to appropriately update FOC estimation models. The model is able to adapt to newly acquired data using a temporally-aware batch scheme, that samples from the initial training set using a custom auto-encoder.",Semantic Scholar,D,IEEE Xplore/D; OpenAlex/D; Scopus/D; Semantic Scholar/D,FAIL,E5:train
