dedup_id,title,authors,year,venue,doi,url,abstract,source_database,string_id,also_found_in,title_screen,title_fail_reason,abstract_length,abstract_screen,abstract_fail_reason
REC-197,FMEA-Guided Selective Multi-Fidelity Modeling for Computationally Efficient Digital Twin-Based Fault Detection,"Euicheol Shin, Seohee Jang, SeongWan Kim, Chan Roh, Heemoon Kim, Jae‐Joong Kim, Daehong Lee, 전현민",2026,Machines,10.3390/machines14050480,https://doi.org/10.3390/machines14050480,"Autonomous navigation technologies have been widely adopted in the automotive and aviation sectors, significantly reducing human-error-induced accidents and operational costs. However, their application to maritime systems remains limited due to the complexity of conventional propulsion systems. Electric propulsion ships, with well-defined system boundaries and accessible operational data, offer a promising platform for autonomous navigation. In this study, we propose an FMEA-guided selective multi-fidelity digital twin framework for fault detection, where model fidelity is adaptively selected between low- and high-fidelity models based on risk priority numbers derived from failure mode and effects analysis. This approach enables selective execution of computationally expensive models only under high-risk conditions, thereby improving computational efficiency. In addition, a sliding window-based algebraic aggregation method is employed to achieve lightweight and real-time fault diagnosis. The proposed framework is validated using operational sensor data from a 100 kW electric propulsion ship under multiple fault scenarios, including power supply faults and signal anomalies. Experimental results show that the proposed method reduces computational cost while maintaining stable real-time performance, compared to conventional data-driven AI-based approaches. These results demonstrate that the proposed framework provides an effective and efficient solution for enhancing the reliability and safety of autonomous ship systems.",OpenAlex,C,OpenAlex/C; OpenAlex/D; Scopus/D,PASS,,1544,INCLUDE,
REC-198,"Environment-specific, data-driven radiation source detection, localization and tracking via a sensor network and ensembles of randomized decision trees","Andrew White, Cory Simon, Haori Yang",2026,Research Square,10.21203/rs.3.rs-10195330/v1,https://doi.org/10.21203/rs.3.rs-10195330/v1,"Abstract Radioactive sources are widely used in industry and medicine, yet pose risks to human health and public safety if abandoned,misplaced, or removed without authorization. We present a data-driven approach for the detection, localization, and tracking ofradioactive sources in complex environments containing obstacles that absorb and scatter radiation. A network of radiationsensors is spatially distributed throughout the environment, and two ensembles of randomized decision trees are trained tointerpret its readout for source detection and localization. Our supervised machine learning approach gives environment-tailoredsource localization and detection while circumventing the need for a detailed and accurate model of radiation transport inthe environment. In an experimental tabletop demonstration with eight sensors and a 137Cs source, our system accuratelydetected the presence of the source and, when detected, localized it more accurately than baseline weighted centroid andmultilateration methods. The learning curve reveals the spatial sampling density of training examples to obtain a sufficientlyaccurate source localizer. Sensor importance scores derived from the training process can inform optimization of the sensornetwork configuration. As a capstone experiment, we accurately tracked a slow-moving radioactive source in the monitoredarea. Future work should address adaptation to changes in source characteristics (e.g., activity and energy spectrum), thepresence of multiple sources, perturbations in sensor positions and environmental layouts, scalability to larger monitoringareas, fusion of machine-learning approaches with radiation transport modeling to reduce training data requirements, andintegration of contextual information, such as video, to improve detection, localization, and tracking performance.",OpenAlex,C,OpenAlex/C,MAYBE,,1842,EXCLUDE,E1:non-maritime
REC-199,Fuel-Saving Control Strategy for Tugboats Based on Multi-Objective Optimization,"Yongqiang Zhuo, Kai Li, Xiaolei Liu, Sun Chengqi",2026,Applied Sciences,10.3390/app16126040,https://doi.org/10.3390/app16126040,"In response to the conflicting issues faced by tugboats under different operating conditions, where they simultaneously require “high thrust” while aiming for “low fuel consumption and low thermal load operation”, this paper focuses on the tugboat main engine propulsion system. A multi-objective optimization-based fuel-saving control strategy is proposed. The engine speed and cooling water valve opening are used as control variables, and three performance indicators—the thrust output, fuel consumption rate, and diesel engine operating temperature—are considered comprehensively. A multi-objective optimization mathematical model is established, incorporating the tugboat’s main engine thrust model, fuel consumption model, and engine temperature model. An improved multi-objective genetic algorithm (NSGA-II) is introduced to solve the tugboat fuel consumption optimization problem. Through case analysis, the Pareto optimal solution set for the tugboat’s operating conditions is obtained, revealing the trade-off relationships between the thrust, fuel consumption, and temperature under different control variable combinations. The results indicate that this method provides effective control strategy references for tugboat operation under high thrust, fuel-saving, and balanced economic conditions. It has a certain engineering application value for improving the economic efficiency and the safety of tugboats.",OpenAlex,C,OpenAlex/C,MAYBE,,1420,EXCLUDE,E3:no-ML-method
REC-200,Exhaust Gas Temperature Prediction of a Marine Gas Turbine Engine Using a Thermodynamic Knowledge-Driven Graph Attention Network Model,"Jinwei Chen, Jinxian Wei, Weiqiang Gao, Yifan Chen, Huisheng Zhang",2026,Journal of Marine Science and Engineering,10.3390/jmse14090857,https://doi.org/10.3390/jmse14090857,"The exhaust gas temperature (EGT) of the gas generator is a critical indicator for the health management system of a marine gas turbine engine. Therefore, EGT prediction can not only support predictive maintenance decision-making but also serves as a reliable virtual sensor for EGT measurement. However, the engine EGT exhibits strongly nonlinear coupling relationships with other gas path variables, which causes challenges for data-driven prediction. Graph neural networks (GNNs) are particularly effective in capturing the coupling relationships among gas path sensor variables. However, conventional static graph structures fail to characterize the varying coupling strengths under different operating conditions. In this study, a thermodynamic knowledge-driven graph attention network (TKD-GAT) method is proposed for accurate and robust EGT prediction. First, a physics-guided graph topology is constructed based on the gas turbine thermodynamic equations. Subsequently, a multi-head attention mechanism is introduced to generate edge weights that capture the varying thermodynamic coupling strengths under different operation conditions. The proposed model is evaluated on a real-world LM2500 gas turbine, which is widely used in modern propulsion systems of commercial and military ships. The ablation study confirms that the thermodynamic knowledge-driven graph topology and the attention mechanism-based edge weights are both necessary to enhance the EGT prediction performance. The TKD-GAT model shows the best performance with an RMSE of 0.446% and an R2 of 0.971 compared with state-of-the-art models. The paired t-test and effect size measurement (Cohen’s d) statistically confirm the significance of performance improvements. The statistical results from multiple independent experiments prove the stability of the TKD-GAT model. Additionally, the model achieves a competitive computational cost despite the integration of a physics-guided graph topology and attention mechanisms. Crucially, an interpretability analysis confirms that the learned attention weights adhere to thermodynamic principles under different operation conditions. The proposed TKD-GAT model provides an effective solution for EGT prediction in health management systems.",OpenAlex,C,OpenAlex/C; Scopus/C,PASS,,2260,INCLUDE,
REC-201,On application of statistically-based mathematical models for power prediction of high-speed craft,"Dejan Radojčić, Michael Morabito, Aleksandar Simić, Milan Kalajdžić",2026,FME Transaction,10.5937/fme2602281r,https://doi.org/10.5937/fme2602281r,"This paper presents a comprehensive framework for predicting the power requirements of high-speed craft, including semi-displacement, semi-planing, and planing hull forms, through the use of statistically-based mathematical models. These models belong to the class of reduced-order models, which streamline the inherently complex processes of modeling hull resistance, dynamic trim, and propeller efficiency, including the interactions of multiple design parameters. Model development has relied on various regression techniques and, more recently, artificial neural networks (ANN). These mathematical models often offer advantages over the CFD techniques that nowadays dominate professional journals and therefore deserve careful attention. This review presents the methodology in a structured way to facilitate its integration into power prediction and design-optimization workflows and adopts a user-focused perspective.",OpenAlex,C,OpenAlex/C,PASS,,923,INCLUDE,
REC-203,A Methodological Framework for Cognitive AI Integration in Marine CAD Environments for Ship Design: Application to Pipe Routing,"Diego Fernandez-Casado, Rodrigo Pérez Fernández",2026,Preprints.org,10.20944/preprints202602.1677.v1,https://doi.org/10.20944/preprints202602.1677.v1,"The increasing complexity of contemporary ship design, driven by multidisciplinary integration, dense spatial constraints, and stringent regulatory frameworks, poses significant limitations to traditional Computer-Aided Design (CAD)-based engineering workflows. While Artificial Intelligence (AI) techniques have been applied to isolated marine optimization problems, their systematic and governance-compliant integration into regulated CAD environments remains underdeveloped. This paper proposes a governance-aware methodological framework for the integration of Cognitive AI into marine CAD systems. The framework defines a layered architecture that combines structured data management, engineering corpus modeling, hybrid reasoning mechanisms (rule-based systems, machine learning models, and multi-objective optimization), and real-time CAD interaction. A human-in-the-loop cognitive cycle is embedded to ensure traceability, regulatory compliance, decision transparency, and professional accountability. To quantitatively assess engineering impact, a normalized performance evaluation model is introduced, incorporating indicators for design cycle time reduction, iteration convergence, compliance enhancement, and rework minimization. The framework is validated through a scenario-based application to pipe routing, demonstrating its analytical consistency and integration feasibility within operational design workflows. The proposed methodology establishes a reproducible and certification-aligned foundation for AI-augmented ship design, contributing to the structured digital transformation of Shipyard 4.0 environments.",OpenAlex,C,OpenAlex/C,MAYBE,,1631,EXCLUDE,E1:non-performance-topic
REC-204,Computational Framework for Nonlinear Seakeeping Prediction under Hydrodynamic Uncertainty,"Monty J Singh, Balwinder Sodhi",2026,Research Square,10.21203/rs.3.rs-8997896/v1,https://doi.org/10.21203/rs.3.rs-8997896/v1,"Abstract Seakeeping plays a significant role in the areas of ship design, operability, and safety assessment in dynamic open-sea conditions. One of the primary challenges of computational marine hydrodynamics is the accurate prediction of non-linear seakeep-ing behaviour under irregular wave excitation and operational uncertainty. Existing works use threshold-based criteria for roll,acceleration, slamming and deck wetness which are computed independently and under model-specific assumptions, disregarding computational trade-offs, uncertainty and real-time operational requirements. This study proposes a unified benchmarking and uncertainty-aware framework for non-linear seakeeping prediction that integrates hydrodynamic modelling, proba-bilistic benchmarking, and digital twins. A generic mathematical representation is used to define seakeeping criterion in terms of six-degree-of-freedom vessel dynamics and wave-structure interactions. The paper proposes a composite hydrodynamic risk function that represents the joint occurance of slamming loads,green water events, excessive roll motion, and acceleration breach. Modeling uncertainty arising from wave-spectrum variability, sensor noise, and parameter uncertainty is addressed using probabilistic uncertainty propagation and fine-tuning using data-driven learning. The integration of physics-based hydrodynamic solvers with real-time data assimilation enables dynamic updating of operational safety parameters and non-linear performance prediction.The proposed framework bridges the gap between existing seakeeping theories by leveraging data-driven digital twin design, which serves as a foundation for model selection and future research in computational marine hydro-dynamics.",OpenAlex,C,OpenAlex/C,MAYBE,,1744,EXCLUDE,E1:non-performance-topic
REC-205,Field-Level Uncertainty Quantification for AI-Based Ship Hull Surface Pressure Prediction,"Jeongbeom Seo, Inwon Lee",2026,Journal of Marine Science and Engineering,10.3390/jmse14050504,https://doi.org/10.3390/jmse14050504,"This study investigates uncertainty quantification for field-level ship hull surface pressure predictions using a U-Net-based data-driven model. A speed-conditioned U-Net is trained on a large CFD dataset covering multiple ship types and velocity conditions to predict pressure distributions on hull surfaces. The model outputs the mean pressure and log-variance at each grid location using a negative log-likelihood loss, allowing aleatoric uncertainty to be estimated, while epistemic uncertainty is quantified by a deep ensemble of independently trained models. The reliability and calibration of the predicted confidence intervals are evaluated at the field level. The results show that calibration stabilizes as ensemble size increases, and coverage slightly exceeds nominal confidence levels. Uncertainty decomposition indicates that aleatoric uncertainty dominates and is insensitive to ensemble size, while epistemic uncertainty primarily affects calibration. Elevated uncertainty is consistently observed near free-surface regions around the bow and stern, reflecting increased prediction difficulty. These findings demonstrate the effectiveness of deep-ensemble-based uncertainty quantification for CFD-driven pressure field prediction models.",OpenAlex,C,OpenAlex/C,MAYBE,,1253,EXCLUDE,E1:non-performance-topic
REC-207,Review on tsunami research and risk mitigation: from prediction models to resilient coastal communities,"Tianxing Ma, liangxu shen, Zejian Chen, Dongfang Liang",2026,npj natural hazards.,10.1038/s44304-026-00195-7,https://doi.org/10.1038/s44304-026-00195-7,"Abstract Tsunami science is moving from standalone physics simulations to integrated forecasting and risk-governance frameworks. This review synthesizes advances in multi-source observations, signal detection, propagation and inundation modeling, physics–AI hybrid prediction, and real-time warning workflows. It further discusses uncertainty communication, decision support, and pathways for linking forecast systems with resilient coastal planning and community preparedness.",OpenAlex,D,OpenAlex/D,MAYBE,,477,EXCLUDE,E1:non-maritime
REC-208,Reinforcement learning-driven model predictive control for optimizing counter-rotating permanent magnet synchronous motor in submarine propulsion system,"Eliyab Yosef Delelew, Kejela Adane Dulecha, Zawde Tolossa Ararso, Chala Merga Abdissa",2026,Scientific Reports,10.1038/s41598-026-36126-9,https://doi.org/10.1038/s41598-026-36126-9,"Counter Rotating Permanent Magnet Synchronous Motors (CRPMSM) are increasingly favored in underwater application due to their high torque density, efficiency and ability to cancel out yaw inducing moments through the use of dual rotors spinning in opposite directions. However, ensuring synchronization between the rotors under varying load dynamic underwater conditions poses significant control challenges. To address these limitation this research proposed a Reinforcement Learning-Driven Model Predictive Control (RL-MPC) for optimizing the performance of CRPMSM in submarine propulsion systems. RL-MPC control architecture used a Twin Delayed Deep Deterministic Policy Gradient (TD3) reinforcement learning. The system is modeled in MATLAB/simulink with CRPMSM represented in d-q reference frame and driven by voltage source inverter (VSI) using Space Vector Pulse Width Modulation (SVPWM). The RL-MPC controller performance evaluated under three condition: constant speed with variable balanced load, variable speed with constant load and constant speed with unbalanced load variation. Simulation result confirm that the RL-MPC improves motor performance by enhancing speed tracking, reducing torque ripple, maintaining rotor synchronization improving transient response compared to standalone MPC. Quantitative comparison shows RL-MPC enhances dynamic performance comparatively over single MPC. The total harmonic distortion (THD) of stator current during unbalanced load resynchronization was enhanced from 9.3% (MPC) to 3.4% (RL-MPC), overshoot decreased from 30% to 16.6%, and settling time was enhanced from 1.4 s to 0.7 s. These enhancements validate RL-MPC achieves a 63.4% reduction in THD, 45% reduction in overshoot, and 50% enhancement in settling time under unbalanced load conditions. Finally the Lyapunov-based stability analysis confirms the closed-loop stability of the system.",OpenAlex,D,OpenAlex/D,MAYBE,,1899,INCLUDE,
REC-212,Health-Aware Differentiated Energy Management for Multi-Stack Fuel Cell Hybrid Power Systems on Ships,"Lin Zhu, Yancheng Liu, Haohao Guo, Siyuan Liu",2026,Journal of Marine Science and Engineering,10.3390/jmse14050460,https://doi.org/10.3390/jmse14050460,"This study proposes a health-aware energy management strategy based on the twin delayed deep deterministic policy gradient (TD3) algorithm for hybrid fuel cell/battery-powered ships. Unlike traditional approaches that treat multiple fuel cell stacks as homogeneous units, this strategy innovatively implements differentiated power allocation based on the real-time state of health of each stack. The research first validates the superiority of the TD3 framework over the deep Q-learning framework at the algorithmic level. Further comparative experiments conducted across three scenarios with varying degrees of state of health differences show that, compared to the TD3 baseline strategy employing average power allocation, the health-aware differentiated TD3 strategy significantly reduces the total voyage cost of the system, with the cost-saving effect becoming more pronounced as the state of health disparity between stacks increases. Additionally, by incorporating rule-based constraints, the convergence speed of the TD3 algorithm is effectively enhanced, improving its feasibility for real-time control. Tests under dynamic and fluctuating load conditions further confirm the strategy’s effectiveness and applicability. In summary, the health-aware TD3 strategy proposed in this study not only provides an efficient and reliable energy management solution for hybrid-powered ships but also promotes the application of machine learning in the field of ship energy management.",OpenAlex,D,OpenAlex/D,MAYBE,,1483,EXCLUDE,E1:non-performance-topic
REC-213,Fusing Prediction and Perception: Adaptive Kalman Filter-Driven Respiratory Gating for MR Surgical Navigation,"Haoliang Li, S Wang, Jingyi Hu, Tao Zhang, Yueyang Zhong",2026,Sensors,10.3390/s26020405,https://doi.org/10.3390/s26020405,"Background: Respiratory-induced target displacement remains a major challenge for achieving accurate and safe augmented-reality-guided thoracoabdominal percutaneous puncture. Existing approaches often suffer from system latency, dependence on intraoperative imaging, or the absence of intelligent timing assistance; Methods: We developed a mixed-reality (MR) surgical navigation system that incorporates Adaptive Kalman-filter-based respiratory prediction module and visual gating cues. The system was evaluated using a dynamic respiratory motion simulation platform. The Kalman filter performs real-time state estimation and short-term prediction of optically tracked respiratory motion, enabling simultaneous compensation for MR model drift and forecasting of the end-inhalation window to trigger visual guidance; Results: Compared with the uncompensated condition, the proposed system reduced dynamic registration error from (3.15 ± 1.23) mm to (2.11 ± 0.58) mm (p &lt; 0.001). Moreover, the predicted guidance window occurred approximately 142 ms in advance with &gt;92% accuracy, providing preparation time for needle insertion; Conclusions: The integrated MR system effectively suppresses respiratory-induced model drift and offers intelligent timing guidance for puncture execution.",OpenAlex,D,OpenAlex/D,MAYBE,,1289,EXCLUDE,E1:non-maritime
REC-215,Rowing load and performance modeling by integrating random forest algorithm,"Yuxuan Wang, Linqing Liu",2026,Discover Computing,10.1007/s10791-026-09954-6,https://doi.org/10.1007/s10791-026-09954-6,"To improve the scientific level of rowing training load regulation and performance prediction, it is necessary to construct a modeling method that can be used to assist in the optimization of individualized training. This study proposes a rowing load and performance prediction framework that integrates multi-source training data and is suitable for individual modeling. First, it integrates self-collected physiological and training data while integrating two public datasets to develop a transfer verification system, ensuring data diversity and result universality. Second, based on a sliding window mechanism, it extracts multi-modal features, including heart rate (HR), stroke rate, training density, Rating of Perceived Exertion (RPE); meanwhile, it encompasses innovative indicators such as the Stress-Recovery Index and performance fluctuation factor. Finally, this study designs a group-individual two-layer random forest modeling framework, integrates linear regression to improve the ability to capture short-term trends, and introduces an individual fine-tuning strategy to enhance prediction accuracy. Experimental results demonstrate that the constructed model’s root mean square error on the test set is 2.94, which is better than that of models like eXtreme Gradient Boosting (3.12) and Long Short-Term Memory (3.67). The average error of the individual model is 27.2% lower than that of the group model. SHapley Additive exPlanations analysis indicates that RPE, HR recovery, and training density are the main predictive factors, with a consistent importance ranking. The study shows that the proposed method has good accuracy and generalization ability in sports performance prediction, and is expected to provide data support for formulating rowing training plans. This modeling strategy has positive significance for individual modeling in sports science and designing intelligent decision-making systems.",OpenAlex,D,OpenAlex/D,MAYBE,,1926,EXCLUDE,E1:non-maritime
REC-216,Optimizing ECDIS as an Information Resource for Ocean Navigation,"He Xing, Li Han, Zhaofu Cai",2026,Information Resources Management Journal,10.4018/irmj.406739,https://doi.org/10.4018/irmj.406739,"Ship electronic chart display and information systems have become critical information resources in ocean navigation; however, their effectiveness has been frequently undermined by data overload, delayed responses, and poor interface design. This study treated ship electronic chart display and information systems as a managed information resource needing to be aligned with operational demands and human cognitive capacity—not just a technical tool. The study proposed a lightweight, three-layer optimization approach based on adaptive data loading, predictive risk awareness, and cognitive load-aware display. This approach improved decision support without hardware upgrades. Validated through real automatic identification systems (AIS) trajectories and crew eye-tracking, the framework enhanced situational awareness and reduced operator stress in high-traffic voyages. The findings offer practical guidance for maritime organizations regarding better management of onboard information systems to improve safety and operational efficiency.",OpenAlex,D,OpenAlex/D,MAYBE,,1045,EXCLUDE,E3:no-ML-method
REC-219,FFRLS-MPC: An adaptive model predictive control method for robust ship course keeping,"Yanyu Huang, Jinlai Liu, Jianwei Huang",2026,Scientific Reports,10.1038/s41598-026-56603-5,https://doi.org/10.1038/s41598-026-56603-5,"Accurate course control is essential for safe and efficient maritime navigation. Conventional controllers often degrade under time-varying vessel dynamics and persistent environmental disturbances. We propose an adaptive course-control strategy that couples online system identification with model predictive control (MPC). The resulting FFRLS-MPC controller uses recursive least squares with a forgetting factor (FFRLS). It identifies key manoeuvring-model parameters in real time. The updated model is supplied to MPC for state prediction and constrained rudder optimisation. This loop compensates for model-plant mismatch and unmodelled disturbances. We validated the method in simulations under calm water and wind-wave-current disturbance scenarios. Performance was compared with PID and robust adaptive MPC baselines. FFRLS-MPC produced faster responses, lower steady-state errors and more accurate dynamic course tracking. The identification module captured disturbance effects as adaptive parameter variation. These results indicate a practical route to robust, high-precision ship motion control.",OpenAlex,D,OpenAlex/D; Semantic Scholar/D,MAYBE,,1105,EXCLUDE,E1:non-performance-topic
REC-220,Health status monitoring of ship rotating machinery based on sliding window and long-short term generative adversarial network,Yonghua Wu,2026,Frontiers in Mechanical Engineering,10.3389/fmech.2026.1802801,https://doi.org/10.3389/fmech.2026.1802801,"Introduction Ship rotating machinery is the core of the ship’s power system, and its health is crucial to the safety and economy of ship operation. However, the traditional operation and maintenance model is difficult to meet the intelligent needs of modern ships. Methods This study proposes an integrated solution of “data preprocessing-fault diagnosis-life prediction” to finish real-time monitoring and accurate prediction of the health condition of ship rotating machinery. First, the solution uses the Mobile Grid-Based Density Clustering (MGBDC) algorithm for data preprocessing, and then integrates VMD, Autoencoder (AE), and BiGRU to establish a FD model. The model innovatively integrates SW and LSGAN to enhance the prediction precision of RUL, and finally builds a full-process intelligent monitoring system. Results Experiments showed that the mean fault recognition rate of the FD model reached 97.7%, which was 4.2%–6.4% higher than the comparison models. The designed algorithm selected MSE, RMSE, and MAE for remaining service life prediction as low as 0.017, 0.130, and 0.098, and the correlation coefficient reached 0.986. In practical applications, the system FD accuracy increased to 97.7%, the remaining service life prediction MAE was only 1.2 days, and the annual operation and maintenance cost of a single ship was reduced by 48.6%. Discussion The system provides full-process support for shipping companies and promotes the intelligent transformation of rotating machinery operation and maintenance.",OpenAlex,D,OpenAlex/D,MAYBE,,1525,EXCLUDE,E1:non-performance-topic
REC-221,Integrated Approach to Modelling the Reliability of Gears in Ship Propulsion Systems,"Mate Jurjević, Nermin Hasanspahić, Tonći Biočić",2026,Applied Sciences,10.3390/app16052538,https://doi.org/10.3390/app16052538,"The operational reliability of gears in ship propulsion systems is an important factor affecting safety, efficiency, and cost-effectiveness in ship operation. Gear failures may result in loss of propulsion, increased maintenance costs, and risks to crew safety. This paper presents an integrated methodological framework for assessing gear reliability in ship propulsion systems by integrating qualitative causal analysis, quantitative reliability growth modelling, and system dynamics simulation. The analysis is based on empirical data collected from the AMOS computerised maintenance management system for ship propulsion gear over the course of 20,000 operating hours. The Ishikawa diagram is applied as a qualitative tool to structure potential failure causes related to human, technical, material, procedural, measurement, and environmental factors. Using a system dynamics approach, a qualitative conceptual model of cause-and-effect relationships and a quantitative simulation model were developed, where the mathematical model of Goel–Okumoto reliability growth was applied to quantitatively describe the process of detecting and eliminating failures, with an exponential decrease in failure intensity over time and a high level of agreement with empirical data (R2 = 0.9962), corresponding to the part of the bathtub curve related to the running-in of ship systems. The system dynamics simulation implemented in the POWERSIM environment integrates the analytically estimated model parameters and provides a dynamic representation of the relationships between failure intensity, cumulative failures, reliability, and the mean time between failures. The scientific contribution of this work lies in the structured integration of established methods into a single analytical framework, enabling coherent interpretation of empirical reliability data under real operating conditions. The results provide a methodological basis for developing predictive maintenance tools, optimising maintenance strategies, and improving the safety of ship propulsion systems.",OpenAlex,D,OpenAlex/D,MAYBE,,2064,EXCLUDE,E3:no-ML-method
REC-222,A Unified Fractal Processing Framework for Normalized AIS and ECDIS Ship Trajectories,"Павло Носов, Oleksiy Melnyk, Mykola Malaksiano, Oleksandr Shumylo, Oleg Onishchenko, Volodymyr Yarovenko, Serhii Zinchenko, Ihor Popovych",2026,Digital,10.3390/digital6010011,https://doi.org/10.3390/digital6010011,"The article presents a unified fractal approach to processing and analyzing ship trajectories based on AIS and ECDIS data. A comprehensive algorithmic pipeline is proposed, which provides time normalization, coordinate transformation, calculation of dynamic motion characteristics, and application of fractal analysis in sliding windows. This approach allows for the stable calculation of key parameters (course, angular velocity, deviation from the route) and detection of local changes in movement complexity that are not recorded by classical methods. The fractal indicators used (Higuchi, Katz, Petrosyan, DFA dimensions) demonstrate high reproducibility and resistance to typical navigation data shortcomings. The proposed framework is primarily intended for onboard and post-voyage analysis, supporting navigational performance assessment, trajectory reconstruction, and detailed investigation of vessel motion dynamics based on the records from AIS and ECDIS.",OpenAlex,D,OpenAlex/D,MAYBE,,966,EXCLUDE,E1:non-performance-topic
REC-223,A Comparative Study of Univariate Models for Baltic Dry Index Forecasting,"Juan Huang, Ching-Wu Chu, Hsiu-Li Hsu",2026,Forecasting,10.3390/forecast8010011,https://doi.org/10.3390/forecast8010011,"The Baltic Dry Index (BDI) measures the cost of transporting dry bulk commodities such as coal, iron ore, and grain. As a key indicator of global trade, supply chain dynamics, and overall economic activity, accurate short-term forecasting of the BDI is crucial. This paper compares six univariate methods to obtain a more precise short-term BDI prediction model, providing valuable insights for decision-makers. The six forecasting techniques include Grey Forecast, ARIMA, Support Vector Regression, LSTM, GRU and EMD-SVR-GWO. Model performance is evaluated using three common metrics: Mean Absolute Error (MAE), Root Mean Squared Error (RMSE), and Mean Absolute Percentage Error (MAPE). Our findings reveal that the novel EMD-SVR-GWO model outperforms the other univariate methods, demonstrating superior accuracy in forecasting monthly BDI trends. This study contributes to improved BDI prediction, aiding managers in strategic planning and decision-making.",OpenAlex,D,OpenAlex/D,MAYBE,,959,EXCLUDE,E1:non-maritime
REC-224,WaveUformer: a bias correction model for GWSM4C Wave Forecasting,"Can Fang, L. W. Jiang, Zheng Wang, Quan Jin, Xingwei Jiang, Feng Hua",2026,Frontiers in Marine Science,10.3389/fmars.2026.1732870,https://doi.org/10.3389/fmars.2026.1732870,"Artificial intelligence (AI) models are being progressively applied to the field of wave forecasting. However, in operational forecast scenarios, these data-driven models exhibit error characteristics different from those of numerical models due to factors such as uncertainties in the driving wind fields. Traditional correction methods have limited capability to correct these data-driven biases, particularly for medium- to long-range forecasts and extreme sea states. To address this issue, this study proposes a deep learning-based post-processing correction model, WaveUformer, specifically designed to correct the forecast results of the AI wave model Global Wave Surrogate Model for Climate simulation (GWSM4C). The model synergistically processes driving wind field data and forecast wave field data, and integrates an adaptive correction mechanism based on forecast lead time with an efficient spatiotemporal attention network to effectively capture the dynamic evolution patterns of errors. Evaluation based on the full-year test data of 2023 shows that WaveUformer reduces the annual mean root mean square error of 24-240-hour significant wave height forecasts from 0.57 m to 0.39 m, achieving an overall relative improvement of 31%. In the case analysis of Typhoon, the model successfully corrected the underestimation bias of extreme conditions and accurately reproduced the spatial structure of high-wave areas. The results demonstrate that WaveUformer can reduce the forecast errors of AI models, improving their forecast accuracy and reliability.",OpenAlex,D,OpenAlex/D,MAYBE,,1563,EXCLUDE,E1:non-maritime
REC-225,A Four-Reference-Point Sliding-Window Game-Theoretic Model for Sustainable Emergency Decision-Making,"Xuefeng Ding, Ji Wang",2026,Sustainability,10.3390/su18062793,https://doi.org/10.3390/su18062793,"To address high uncertainty, dynamic evolution, and limited information in emergency decision-making for major sudden disasters, this paper proposes a sliding-window game-theoretic method with four reference points for emergency response selection. Firstly, interval-valued T-spherical fuzzy sets are adopted to capture decision-makers’ uncertain and hesitant evaluations in interval form. Subsequently, a four-reference-point framework, including the external, internal, average development speed, and ideal proximity reference points, is established to reflect stage-dependent psychological baselines. Furthermore, criterion weights are updated by a sliding-window game-theoretic combination weighting scheme that integrates entropy, anti-entropy, criteria importance through intercriteria correlation, and the coefficient of variation, and performs rolling updates across stages. Prospect values are then computed relative to the four reference points and aggregated to rank alternatives at each stage. Finally, a case study of the 2024 Huludao extreme rainfall event applies the proposed method to evaluate four candidate schemes across six criteria over three decision stages. Results show that rescue cost has the highest weight in all stages, while the importance of rescue speed decreases and social impact increases as the response progresses. The proposed method identifies a comprehensive flood relief scheme led by the People’s Liberation Army and the People’s Armed Police Force as the best option in all stages, because it achieves the highest comprehensive prospect values among all alternatives. Comparative analyses indicate more consistent identification of the optimal scheme than existing approaches, supporting sustainable and resource-efficient disaster management.",OpenAlex,D,OpenAlex/D,MAYBE,,1787,EXCLUDE,E1:non-maritime
REC-226,Dynamic Decision-Making and Adaptive Control for Autonomous Ships in Bridge-Restricted Waterways,"Jiahao Chen, Liwen Huang, Yixiong He, Guozhu Hao",2026,Applied Sciences,10.3390/app16094477,https://doi.org/10.3390/app16094477,"Under strict spatial constraints and environmental interference, autonomous navigation of vessels in inland bridge-restricted waterways demands precise coordination between collision avoidance and trajectory tracking. To meet these operational demands, an integrated framework that directly combines spatiotemporal risk assessment with dynamic control execution is developed. Based on a digital traffic model integrating bridge piers and channel boundaries, collision risks are evaluated by combining trajectory-predicted time to safe distance with the velocity obstacle interval. Such a formulation quantifies the actual spatial difficulty of evasion rather than relying solely on temporal urgency. Driven by this continuous assessment, a time-series rolling strategy calculates feasible maneuvering intervals, generating trajectories that comply strictly with inland navigation rules and physical vessel limits. Subsequently, an adaptive model predictive control algorithm executes these commands, implicitly compensating for the localized hydrodynamic disturbances typical of bridge areas. The effectiveness of the architecture is validated through comprehensive simulations covering rule-based encounters and complex multi-vessel scenarios. Quantitative results indicate that under wind and current disturbances, the maximum route tracking deviation is constrained below 53 m, while the minimum encounter distance with target ships is consistently maintained above 51 m. These performance metrics confirm the capacity to execute safe, rule-compliant maneuvers while preserving high navigational precision in confined inland environments.",OpenAlex,D,OpenAlex/D,MAYBE,,1641,EXCLUDE,E1:collision avoidance
